Brand,Model,Fuel_Type,Horsepower,CO2_g_km,MSRP_USD,Country,Month,Sales_Volume
Nissan,Model A,Diesel,206,186,23760,UK,2020-09-30,97
Hyundai,Model D,Electric,122,105,92937,UK,2020-09-30,348
Toyota,Model A,Petrol,160,74,86957,Japan,2020-09-30,1949
Mercedes,Model E,Diesel,281,126,92692,France,2020-09-30,760
Toyota,Model A,Hybrid,71,134,50058,USA,2020-09-30,1677
BMW,Model A,Petrol,281,232,99441,Italy,2020-09-30,1649
Volkswagen,Model A,Hybrid,467,222,72392,China,2020-09-30,350
Toyota,Model E,Diesel,74,112,89065,UK,2020-09-30,576
Nissan,Model D,Electric,336,176,86236,Japan,2020-09-30,1344
Nissan,Model D,Petrol,356,59,21287,Spain,2020-09-30,1580
BMW,Model C,Diesel,298,191,49538,USA,2020-09-30,1622
Toyota,Model A,Hybrid,201,179,75034,Canada,2020-09-30,805
Audi,Model E,Petrol,124,61,46261,Brazil,2020-09-30,1916
Mercedes,Model D,Petrol,115,128,80472,Brazil,2020-09-30,1715
BMW,Model E,Diesel,486,144,75508,China,2020-09-30,1390
Honda,Model D,Electric,489,180,24605,Canada,2020-09-30,903
Audi,Model B,Petrol,373,184,40088,Spain,2020-09-30,1272
Hyundai,Model C,Petrol,295,50,105403,UK,2020-09-30,766
Toyota,Model E,Diesel,263,154,75674,UK,2020-09-30,981
Ford,Model B,Electric,328,135,93517,USA,2020-09-30,4
Hyundai,Model B,Electric,401,80,102176,UK,2020-09-30,1035
Volkswagen,Model C,Petrol,170,209,70290,UK,2020-09-30,156
Audi,Model A,Electric,87,229,101312,Italy,2020-09-30,1601
Honda,Model A,Hybrid,205,154,118607,France,2020-09-30,995
Kia,Model D,Petrol,339,211,61258,China,2020-09-30,1734
Audi,Model C,Petrol,243,69,40716,Brazil,2020-09-30,310
Toyota,Model D,Hybrid,458,121,78600,Canada,2020-09-30,643
Hyundai,Model C,Diesel,89,84,77589,Canada,2020-09-30,629
Nissan,Model B,Hybrid,419,226,57708,China,2020-09-30,481
Kia,Model A,Electric,258,205,44082,Italy,2020-09-30,1644
Hyundai,Model E,Petrol,451,249,82043,China,2020-09-30,810
Kia,Model B,Diesel,254,139,99366,Brazil,2020-09-30,589
Kia,Model B,Petrol,139,234,89457,Brazil,2020-09-30,545
BMW,Model D,Petrol,209,139,106956,Canada,2020-09-30,1661
Mercedes,Model C,Electric,425,145,53612,China,2020-09-30,746
Mercedes,Model D,Petrol,476,88,34980,Canada,2020-09-30,134
Kia,Model C,Electric,384,184,87870,Italy,2020-09-30,291
Volkswagen,Model E,Petrol,497,238,44141,Brazil,2020-09-30,1910
Nissan,Model C,Petrol,387,238,59474,Brazil,2020-09-30,1552
Kia,Model C,Electric,322,191,56096,China,2020-09-30,175
Honda,Model A,Electric,87,214,28745,Spain,2020-09-30,282
Hyundai,Model E,Petrol,286,156,47868,Canada,2020-09-30,1604
Ford,Model A,Petrol,341,153,118936,Spain,2020-09-30,1921
Honda,Model E,Petrol,204,61,70592,Italy,2020-09-30,1629
Honda,Model A,Petrol,491,231,114892,Germany,2020-09-30,1751
Volkswagen,Model D,Electric,490,119,92590,Spain,2020-09-30,159
Honda,Model E,Hybrid,261,92,40652,Brazil,2020-09-30,1929
Ford,Model E,Hybrid,117,229,100404,USA,2020-09-30,701
BMW,Model B,Diesel,349,148,33775,Canada,2020-09-30,126
Audi,Model E,Hybrid,383,241,84974,Italy,2020-09-30,735
Toyota,Model D,Hybrid,185,86,51832,USA,2020-09-30,1208
Volkswagen,Model C,Electric,272,150,52136,UK,2020-09-30,767
Kia,Model B,Diesel,406,154,60178,Germany,2020-09-30,642
Kia,Model B,Diesel,224,184,15997,China,2020-09-30,871
BMW,Model D,Petrol,452,52,20930,UK,2020-09-30,1367
Toyota,Model A,Hybrid,232,53,109370,Italy,2020-09-30,1582
Audi,Model A,Hybrid,120,137,114872,France,2020-09-30,201
Hyundai,Model D,Hybrid,467,183,106738,Canada,2020-09-30,1963
Toyota,Model E,Electric,100,146,33128,France,2020-09-30,511
Kia,Model A,Diesel,443,139,69246,UK,2020-09-30,534
BMW,Model C,Electric,413,156,44260,Brazil,2020-09-30,509
Toyota,Model B,Diesel,364,165,29742,China,2020-09-30,250
Nissan,Model E,Electric,361,85,98260,China,2020-09-30,1847
Kia,Model E,Hybrid,159,169,113308,Germany,2020-09-30,1887
Nissan,Model C,Diesel,421,229,28081,UK,2020-09-30,903
BMW,Model B,Petrol,488,158,39561,Canada,2020-09-30,726
Kia,Model C,Diesel,304,188,52097,Italy,2020-09-30,1170
Kia,Model B,Diesel,320,173,98833,UK,2020-09-30,1454
Volkswagen,Model A,Petrol,166,216,20209,USA,2020-09-30,189
Honda,Model B,Electric,201,249,37380,Spain,2020-09-30,346
Volkswagen,Model B,Petrol,102,176,83255,Italy,2020-09-30,1521
Kia,Model A,Hybrid,361,87,110010,Germany,2020-09-30,1897
Audi,Model B,Hybrid,409,125,81300,Italy,2020-09-30,978
Ford,Model D,Petrol,338,80,100067,Spain,2020-09-30,1565
Kia,Model B,Petrol,285,202,52335,Japan,2020-09-30,1005
Toyota,Model C,Electric,284,217,52313,UK,2020-09-30,124
Honda,Model A,Electric,403,189,95837,USA,2020-09-30,196
Hyundai,Model A,Petrol,70,182,53153,Brazil,2020-09-30,226
Kia,Model E,Electric,211,220,33352,China,2020-09-30,851
Nissan,Model D,Petrol,324,90,49795,USA,2020-09-30,973
Toyota,Model A,Petrol,168,159,93814,USA,2020-09-30,1729
Nissan,Model D,Hybrid,491,122,42826,USA,2020-09-30,1630
Honda,Model E,Hybrid,423,89,32609,USA,2020-09-30,439
Kia,Model B,Electric,269,249,57772,Spain,2020-09-30,1918
Hyundai,Model D,Diesel,226,139,116805,Brazil,2020-09-30,1109
Audi,Model C,Petrol,472,199,21368,USA,2020-09-30,1979
Audi,Model C,Petrol,189,241,104164,Spain,2020-09-30,87
Ford,Model B,Hybrid,385,158,88961,Japan,2020-09-30,1325
Mercedes,Model D,Petrol,145,164,86583,China,2020-09-30,1262
Honda,Model D,Petrol,320,169,30035,Brazil,2020-09-30,130
Mercedes,Model B,Diesel,389,164,85078,Spain,2020-09-30,1458
Ford,Model B,Petrol,398,244,17173,Italy,2020-09-30,685
Nissan,Model B,Hybrid,415,209,101267,Japan,2020-09-30,390
Toyota,Model B,Hybrid,117,234,89437,Japan,2020-09-30,364
Ford,Model C,Diesel,428,64,50433,Japan,2020-09-30,1815
Toyota,Model A,Hybrid,127,81,58480,China,2020-09-30,1643
Nissan,Model B,Electric,242,93,76578,Brazil,2020-09-30,1023
Mercedes,Model C,Diesel,387,234,21900,Italy,2020-09-30,86
Hyundai,Model C,Electric,202,160,70386,France,2020-09-30,1548
Ford,Model C,Hybrid,195,202,56211,China,2020-09-30,194
Nissan,Model E,Hybrid,447,164,110840,Italy,2020-09-30,1972
Toyota,Model A,Electric,354,71,73123,France,2020-09-30,612
Volkswagen,Model E,Diesel,140,193,22297,Germany,2020-09-30,1497
Toyota,Model B,Petrol,210,72,16102,Brazil,2020-09-30,351
BMW,Model A,Diesel,138,199,88151,Canada,2020-09-30,467
Audi,Model D,Diesel,330,179,45163,Germany,2020-09-30,1367
Nissan,Model D,Hybrid,379,151,102810,Spain,2020-09-30,709
Nissan,Model A,Electric,412,123,112887,Italy,2020-09-30,184
Honda,Model C,Electric,101,111,35538,UK,2020-09-30,688
Mercedes,Model D,Electric,141,91,74617,Canada,2020-09-30,601
Mercedes,Model A,Petrol,217,245,34188,Brazil,2020-09-30,721
Honda,Model D,Electric,428,119,34337,China,2020-09-30,518
Nissan,Model D,Electric,273,211,47156,Spain,2020-09-30,1034
Nissan,Model E,Diesel,113,101,70689,Germany,2020-09-30,1030
BMW,Model B,Diesel,277,136,28822,UK,2020-09-30,1262
Ford,Model B,Petrol,419,158,63314,Japan,2020-09-30,492
Mercedes,Model C,Hybrid,449,229,33385,Canada,2020-09-30,605
Mercedes,Model A,Diesel,268,165,102833,France,2020-09-30,1876
Hyundai,Model D,Petrol,460,242,57346,Spain,2020-09-30,940
Kia,Model B,Hybrid,487,249,63719,China,2020-09-30,124
Mercedes,Model C,Electric,301,130,116945,France,2020-09-30,1673
Kia,Model A,Diesel,478,154,59936,Canada,2020-09-30,1329
Toyota,Model E,Hybrid,157,181,78535,Spain,2020-09-30,416
Nissan,Model E,Diesel,72,160,94694,Spain,2020-09-30,1511
Ford,Model A,Hybrid,72,124,86500,Brazil,2020-09-30,1460
Hyundai,Model C,Hybrid,133,80,99341,USA,2020-09-30,1275
Honda,Model E,Diesel,105,180,24853,USA,2020-09-30,1116
Honda,Model D,Diesel,422,109,60131,Brazil,2020-09-30,642
Mercedes,Model A,Petrol,411,78,53808,Brazil,2020-09-30,298
Hyundai,Model C,Hybrid,351,133,54660,China,2020-09-30,373
Nissan,Model E,Petrol,458,67,87336,UK,2020-09-30,991
Ford,Model A,Petrol,487,84,80995,Japan,2020-09-30,1175
Ford,Model B,Diesel,329,248,25100,USA,2020-09-30,1994
BMW,Model B,Electric,373,77,88407,Japan,2020-09-30,1270
Kia,Model C,Hybrid,101,113,114426,Germany,2020-09-30,1271
Honda,Model C,Diesel,270,117,92982,Germany,2020-09-30,135
Audi,Model C,Electric,147,88,54563,Italy,2020-09-30,1202
Kia,Model D,Electric,336,165,72915,Japan,2020-09-30,1442
Nissan,Model A,Petrol,275,106,93887,Germany,2020-09-30,399
Honda,Model D,Petrol,254,120,87209,China,2020-09-30,867
Hyundai,Model C,Electric,121,138,115009,Japan,2020-09-30,219
Ford,Model A,Diesel,499,211,32161,Italy,2020-09-30,504
Ford,Model C,Electric,222,156,64787,Brazil,2020-09-30,997
Mercedes,Model D,Hybrid,389,76,62539,UK,2020-09-30,343
Volkswagen,Model D,Diesel,304,207,110366,France,2020-09-30,572
Kia,Model B,Hybrid,328,116,61213,Canada,2020-09-30,2
Mercedes,Model C,Petrol,491,212,85504,Italy,2020-09-30,213
Kia,Model A,Diesel,186,241,107077,USA,2020-09-30,12
BMW,Model A,Hybrid,330,59,97663,China,2020-09-30,230
Hyundai,Model D,Hybrid,201,186,106257,China,2020-09-30,1670
Mercedes,Model E,Hybrid,445,104,33184,France,2020-09-30,516
Volkswagen,Model E,Petrol,229,149,42132,UK,2020-09-30,510
Ford,Model E,Hybrid,424,177,114321,Japan,2020-09-30,1649
Mercedes,Model E,Hybrid,418,193,111915,Canada,2020-09-30,1120
Nissan,Model B,Petrol,143,148,18707,Japan,2020-09-30,97
Hyundai,Model D,Petrol,417,84,23273,France,2020-09-30,279
Kia,Model C,Hybrid,226,224,112597,USA,2020-09-30,1363
Nissan,Model E,Diesel,497,162,70459,Italy,2020-09-30,1865
Toyota,Model C,Electric,136,201,99003,Italy,2020-09-30,1285
Hyundai,Model A,Petrol,161,230,56896,USA,2020-09-30,297
Volkswagen,Model C,Diesel,191,233,74304,Germany,2020-09-30,1552
Kia,Model C,Hybrid,303,249,37318,Japan,2020-09-30,1661
Kia,Model C,Electric,348,85,66642,Canada,2020-09-30,1561
Nissan,Model C,Electric,235,203,44614,Japan,2020-09-30,1029
Audi,Model B,Electric,309,136,103015,Canada,2020-09-30,1094
Hyundai,Model E,Diesel,322,222,96907,Spain,2020-09-30,591
Kia,Model B,Hybrid,404,113,39126,Spain,2020-09-30,390
Nissan,Model D,Diesel,319,227,100089,USA,2020-09-30,473
Honda,Model D,Diesel,197,86,35980,China,2020-09-30,81
BMW,Model C,Petrol,398,126,36660,France,2020-09-30,1855
BMW,Model A,Hybrid,297,143,112715,USA,2020-09-30,53
BMW,Model E,Electric,411,59,110239,Italy,2020-09-30,1382
Toyota,Model D,Diesel,403,209,105363,Germany,2020-09-30,859
Honda,Model C,Diesel,466,224,88285,Spain,2020-09-30,755
Nissan,Model B,Diesel,111,178,77169,Germany,2020-09-30,1016
Kia,Model A,Electric,70,212,49281,UK,2020-09-30,1881
Volkswagen,Model A,Electric,198,161,108852,China,2020-09-30,1384
Toyota,Model B,Hybrid,396,58,57224,Japan,2020-09-30,1008
Kia,Model C,Petrol,258,236,59673,Canada,2020-09-30,1406
Volkswagen,Model E,Hybrid,215,113,105979,Japan,2020-09-30,129
Ford,Model D,Electric,258,147,80749,Spain,2020-09-30,984
BMW,Model A,Petrol,447,201,24243,Brazil,2020-09-30,56
Kia,Model E,Petrol,260,118,51297,Canada,2020-09-30,1324
Kia,Model B,Hybrid,203,163,24217,Canada,2020-09-30,525
Ford,Model B,Diesel,431,94,85024,Canada,2020-09-30,293
BMW,Model A,Diesel,93,234,70398,Germany,2020-09-30,859
Ford,Model E,Petrol,487,206,109379,Italy,2020-09-30,630
Kia,Model E,Hybrid,294,197,59219,Japan,2020-09-30,490
Kia,Model C,Petrol,207,231,91284,Japan,2020-09-30,1744
Kia,Model A,Hybrid,271,135,70495,Germany,2020-09-30,817
Toyota,Model A,Electric,354,242,29092,Japan,2020-09-30,1544
Mercedes,Model E,Diesel,100,187,109951,Japan,2020-09-30,219
Toyota,Model A,Petrol,319,183,95941,Italy,2020-09-30,1832
Nissan,Model C,Electric,77,174,60263,France,2020-09-30,427
Hyundai,Model B,Hybrid,278,177,46572,China,2020-09-30,1529
Toyota,Model C,Petrol,355,55,34224,Brazil,2020-09-30,175
Nissan,Model D,Hybrid,111,139,106110,Brazil,2020-09-30,937
Audi,Model A,Hybrid,116,226,89306,Japan,2020-09-30,491
Nissan,Model A,Hybrid,366,114,55790,Spain,2020-09-30,192
Hyundai,Model E,Diesel,306,107,35292,China,2020-09-30,626
Hyundai,Model D,Electric,197,215,56792,Italy,2020-09-30,52
Hyundai,Model C,Hybrid,349,146,38756,UK,2020-09-30,1571
Kia,Model C,Hybrid,370,86,83217,Japan,2020-09-30,1937
Toyota,Model D,Petrol,150,207,101820,Spain,2020-09-30,1004
Volkswagen,Model E,Electric,150,239,118178,USA,2020-09-30,991
BMW,Model E,Diesel,239,92,49776,Canada,2020-09-30,1013
Hyundai,Model C,Electric,473,195,36040,UK,2020-09-30,1028
Nissan,Model E,Diesel,85,186,82087,Germany,2020-09-30,865
Honda,Model E,Diesel,274,204,20349,France,2020-09-30,1408
Audi,Model D,Petrol,136,59,74446,USA,2020-09-30,1865
Honda,Model D,Petrol,193,69,22453,Germany,2020-09-30,88
BMW,Model E,Electric,302,222,88197,Canada,2020-09-30,921
Hyundai,Model A,Petrol,302,179,32741,Canada,2020-09-30,1701
Honda,Model E,Petrol,118,169,27572,Germany,2020-09-30,1310
Nissan,Model B,Petrol,217,136,87616,Japan,2020-09-30,558
Audi,Model D,Petrol,95,179,54614,UK,2020-09-30,1229
Kia,Model C,Diesel,298,95,51381,China,2020-09-30,1597
Nissan,Model D,Petrol,171,102,58007,France,2020-09-30,1233
Nissan,Model A,Hybrid,196,203,43942,Italy,2020-09-30,496
Ford,Model A,Petrol,362,236,101143,Spain,2020-09-30,1884
Nissan,Model C,Petrol,492,165,85489,Germany,2020-09-30,660
BMW,Model C,Petrol,309,89,107736,China,2020-09-30,1543
Kia,Model E,Diesel,243,194,37999,Spain,2020-09-30,1019
Audi,Model B,Electric,447,81,88294,Brazil,2020-09-30,1690
Toyota,Model B,Petrol,475,150,49676,USA,2020-09-30,837
Kia,Model D,Petrol,321,98,87775,Spain,2020-09-30,1948
BMW,Model E,Electric,483,122,58162,USA,2020-09-30,1371
Volkswagen,Model B,Diesel,479,177,111498,Canada,2020-09-30,1162
Toyota,Model E,Hybrid,371,232,64650,Japan,2020-09-30,431
BMW,Model D,Electric,485,204,91004,Brazil,2020-09-30,1778
Ford,Model B,Petrol,483,220,54673,USA,2020-09-30,611
Honda,Model A,Hybrid,396,77,107440,Brazil,2020-09-30,170
Volkswagen,Model A,Petrol,376,136,116320,UK,2020-09-30,621
Kia,Model A,Petrol,292,172,95389,Spain,2020-09-30,785
Volkswagen,Model B,Diesel,96,248,93868,UK,2020-09-30,266
Audi,Model A,Diesel,263,217,51951,China,2020-09-30,38
Kia,Model A,Electric,497,138,31359,France,2020-09-30,252
Kia,Model E,Hybrid,241,189,108729,Japan,2020-09-30,1890
Mercedes,Model D,Petrol,295,218,66946,Germany,2020-09-30,1702
Honda,Model E,Petrol,111,100,63424,UK,2020-09-30,564
Mercedes,Model B,Hybrid,264,216,58513,China,2020-09-30,1345
Audi,Model B,Petrol,377,82,61288,Italy,2020-09-30,623
Kia,Model C,Electric,299,52,50377,France,2020-09-30,1412
Volkswagen,Model E,Electric,293,89,84769,UK,2020-09-30,1268
Honda,Model D,Electric,445,102,32334,France,2020-09-30,471
Hyundai,Model C,Electric,410,169,117204,Germany,2020-09-30,1742
Nissan,Model E,Diesel,140,214,112813,France,2020-09-30,874
Volkswagen,Model A,Hybrid,186,230,74810,France,2020-09-30,1008
Nissan,Model B,Petrol,78,53,96648,France,2020-09-30,952
Volkswagen,Model D,Diesel,315,106,39970,Canada,2020-09-30,1982
BMW,Model D,Electric,346,56,40363,Brazil,2020-09-30,1396
Volkswagen,Model A,Petrol,477,150,82482,China,2020-09-30,903
Audi,Model B,Electric,289,73,27017,France,2020-09-30,1047
Audi,Model B,Hybrid,240,91,99635,USA,2020-09-30,1115
Hyundai,Model C,Electric,104,205,119517,UK,2020-09-30,1090
Volkswagen,Model C,Hybrid,475,169,81774,Brazil,2020-09-30,294
Hyundai,Model D,Diesel,316,75,74567,USA,2020-09-30,748
Volkswagen,Model C,Hybrid,130,209,57488,Japan,2020-09-30,1735
Honda,Model D,Petrol,246,104,38943,Germany,2020-09-30,104
Mercedes,Model B,Hybrid,457,131,59329,Spain,2020-09-30,1669
Toyota,Model C,Diesel,240,228,87990,UK,2020-09-30,1178
Honda,Model D,Diesel,168,162,67364,China,2020-09-30,599
Audi,Model A,Diesel,211,94,80818,Italy,2020-09-30,1868
Mercedes,Model E,Hybrid,279,109,63923,Japan,2020-09-30,321
Kia,Model E,Petrol,420,207,53919,Japan,2020-09-30,1865
Toyota,Model E,Electric,249,58,115816,Germany,2020-09-30,658
Nissan,Model E,Petrol,156,175,16424,UK,2020-09-30,274
BMW,Model D,Petrol,201,75,18555,China,2020-09-30,563
Toyota,Model C,Diesel,177,243,40649,France,2020-09-30,1642
Mercedes,Model B,Electric,411,148,40271,Italy,2020-09-30,1613
Volkswagen,Model D,Electric,426,188,64133,Canada,2020-09-30,1047
Nissan,Model C,Diesel,96,124,29099,France,2020-09-30,808
Hyundai,Model B,Electric,263,178,88084,USA,2020-09-30,587
Ford,Model E,Electric,437,91,89462,Germany,2020-09-30,276
Kia,Model B,Diesel,298,59,65749,Canada,2020-09-30,554
Honda,Model C,Electric,102,90,52418,Germany,2020-09-30,1263
BMW,Model D,Petrol,230,247,67887,Italy,2020-09-30,1262
Hyundai,Model A,Hybrid,486,168,37053,Spain,2020-09-30,1810
BMW,Model D,Petrol,362,246,74343,Brazil,2020-09-30,136
Nissan,Model A,Diesel,143,130,96477,Spain,2020-09-30,1273
Ford,Model C,Diesel,84,126,90492,Germany,2020-09-30,1166
Toyota,Model E,Petrol,450,79,78117,USA,2020-09-30,396
Volkswagen,Model C,Petrol,465,133,62158,Italy,2020-09-30,1223
Honda,Model C,Hybrid,216,89,104263,Spain,2020-09-30,193
Nissan,Model A,Electric,100,81,36466,China,2020-09-30,689
Mercedes,Model E,Petrol,162,116,42004,Germany,2020-09-30,1300
Mercedes,Model A,Petrol,98,166,56108,UK,2020-09-30,891
Mercedes,Model B,Electric,221,194,17367,Brazil,2020-09-30,1331
Volkswagen,Model D,Hybrid,252,179,50188,Japan,2020-09-30,1832
Toyota,Model C,Petrol,468,176,117879,China,2020-09-30,547
Ford,Model A,Diesel,120,65,74586,USA,2020-09-30,1423
Ford,Model B,Petrol,325,66,22359,UK,2020-09-30,759
Honda,Model C,Hybrid,424,85,15032,USA,2020-09-30,169
Hyundai,Model A,Petrol,203,143,66910,Italy,2020-09-30,390
Mercedes,Model E,Diesel,471,71,109400,USA,2020-09-30,722
Toyota,Model B,Hybrid,154,69,86630,USA,2020-09-30,547
Toyota,Model D,Hybrid,233,188,67585,UK,2020-09-30,1796
BMW,Model D,Petrol,284,77,110634,Italy,2020-09-30,1043
Kia,Model A,Hybrid,421,158,105966,USA,2020-09-30,529
Nissan,Model A,Electric,343,60,109881,France,2020-09-30,834
Ford,Model E,Electric,319,222,61439,UK,2020-09-30,1671
Kia,Model D,Diesel,138,138,94915,USA,2020-09-30,1241
Kia,Model B,Electric,488,99,100842,France,2020-09-30,12
Hyundai,Model D,Hybrid,157,158,98128,Spain,2020-09-30,1306
Toyota,Model B,Electric,211,189,51027,Spain,2020-09-30,344
Hyundai,Model A,Petrol,251,128,73486,Canada,2020-09-30,1851
BMW,Model C,Hybrid,168,136,83292,Japan,2020-09-30,1442
Toyota,Model A,Petrol,190,108,59283,China,2020-09-30,1787
Kia,Model E,Diesel,385,247,116677,Italy,2020-09-30,866
Ford,Model C,Electric,330,77,113272,Brazil,2020-09-30,1790
Volkswagen,Model C,Hybrid,222,78,89485,Brazil,2020-09-30,1523
BMW,Model E,Hybrid,73,76,58304,Canada,2020-09-30,415
Toyota,Model B,Electric,255,67,58778,UK,2020-09-30,943
Kia,Model B,Petrol,341,208,28260,Spain,2020-09-30,1064
Kia,Model B,Electric,101,170,42040,USA,2020-09-30,1705
Hyundai,Model A,Electric,91,223,20702,Germany,2020-09-30,276
Ford,Model E,Petrol,468,76,88429,Japan,2020-09-30,1974
Honda,Model B,Hybrid,267,185,113127,Brazil,2020-09-30,1173
BMW,Model D,Diesel,450,100,41275,France,2020-09-30,926
Honda,Model B,Hybrid,212,101,57526,Germany,2020-09-30,1894
Toyota,Model B,Electric,355,93,31920,France,2020-09-30,355
Nissan,Model E,Electric,107,230,76564,Italy,2020-09-30,1213
Mercedes,Model E,Diesel,430,68,19274,USA,2020-09-30,1340
Ford,Model B,Hybrid,463,231,61936,China,2020-09-30,472
Ford,Model C,Diesel,417,149,105470,China,2020-09-30,702
Nissan,Model A,Hybrid,83,194,71162,Italy,2020-09-30,340
Toyota,Model B,Electric,168,216,91993,Canada,2020-09-30,1955
Toyota,Model D,Petrol,222,80,83642,UK,2020-09-30,322
Ford,Model C,Hybrid,273,200,98755,UK,2020-09-30,659
Mercedes,Model B,Diesel,368,162,41444,China,2020-09-30,971
Toyota,Model D,Electric,347,83,25535,China,2020-09-30,421
Mercedes,Model A,Diesel,494,215,83398,Germany,2020-09-30,275
Mercedes,Model B,Petrol,436,69,27917,UK,2020-09-30,1121
Audi,Model C,Petrol,118,51,105975,Brazil,2020-09-30,279
Kia,Model A,Petrol,222,59,80377,Germany,2020-09-30,1813
Toyota,Model E,Hybrid,365,122,17076,Spain,2020-09-30,306
Nissan,Model A,Electric,456,84,114716,Italy,2020-09-30,750
Nissan,Model E,Petrol,114,109,106499,Spain,2020-09-30,1097
Toyota,Model B,Electric,437,124,33665,Italy,2020-09-30,484
Audi,Model D,Electric,257,209,60692,Germany,2020-09-30,762
Volkswagen,Model C,Diesel,213,191,72043,Japan,2020-09-30,1392
Audi,Model D,Hybrid,152,228,31832,Germany,2020-09-30,1498
Kia,Model B,Hybrid,131,62,118558,China,2020-09-30,404
Kia,Model C,Hybrid,479,244,54420,France,2020-09-30,1281
Honda,Model C,Petrol,290,180,92533,UK,2020-09-30,708
Nissan,Model B,Electric,389,96,94158,Spain,2020-09-30,1776
Volkswagen,Model B,Diesel,398,59,117030,France,2020-09-30,1765
Toyota,Model B,Petrol,269,106,92373,Italy,2020-09-30,241
Mercedes,Model A,Electric,250,177,64726,Germany,2020-09-30,936
Volkswagen,Model E,Diesel,331,102,31605,Brazil,2020-09-30,976
Honda,Model E,Electric,485,109,67093,Brazil,2020-09-30,1233
Volkswagen,Model C,Diesel,488,194,108328,Spain,2020-09-30,1753
Toyota,Model C,Diesel,446,228,71459,UK,2020-09-30,642
Hyundai,Model D,Hybrid,136,141,33487,Italy,2020-09-30,778
Nissan,Model B,Electric,214,119,81265,Spain,2020-09-30,722
Honda,Model B,Electric,440,166,81072,Spain,2020-09-30,1870
Kia,Model B,Hybrid,405,141,113646,Brazil,2020-09-30,863
Mercedes,Model E,Petrol,159,213,53782,UK,2020-09-30,1309
Audi,Model E,Diesel,354,216,19107,Japan,2020-09-30,314
Volkswagen,Model C,Electric,156,222,80276,Germany,2020-09-30,236
Hyundai,Model D,Petrol,492,51,45008,Germany,2020-09-30,1617
BMW,Model C,Electric,175,69,104915,UK,2020-09-30,328
Ford,Model C,Diesel,453,97,36442,Italy,2020-09-30,31
Honda,Model B,Electric,264,118,61532,Canada,2020-09-30,573
Toyota,Model E,Hybrid,419,54,26329,UK,2020-09-30,1555
BMW,Model B,Petrol,427,228,55023,Germany,2020-09-30,55
Audi,Model E,Diesel,186,121,112308,USA,2020-09-30,1656
Ford,Model C,Hybrid,439,53,104079,France,2020-09-30,986
Ford,Model D,Petrol,223,248,28930,Brazil,2020-09-30,936
Volkswagen,Model C,Diesel,379,223,73389,Brazil,2020-09-30,1652
Kia,Model E,Diesel,187,205,53138,Spain,2020-09-30,511
Mercedes,Model C,Petrol,115,65,93935,Germany,2020-09-30,1472
Honda,Model A,Hybrid,288,69,48664,Japan,2020-09-30,721
Volkswagen,Model A,Electric,312,206,63885,Italy,2020-09-30,851
Nissan,Model B,Diesel,389,101,15686,Germany,2020-09-30,776
Toyota,Model E,Diesel,86,142,66998,Spain,2020-09-30,471
Audi,Model E,Electric,97,190,36443,Italy,2020-09-30,167
Mercedes,Model B,Petrol,460,130,108690,Germany,2020-09-30,923
Ford,Model D,Diesel,494,133,97271,Spain,2020-09-30,123
Toyota,Model C,Petrol,354,183,68969,Brazil,2020-09-30,510
Toyota,Model B,Petrol,76,201,82073,UK,2020-09-30,1861
Mercedes,Model C,Diesel,190,204,62234,USA,2020-09-30,230
Hyundai,Model E,Hybrid,478,59,109541,Brazil,2020-09-30,442
Kia,Model B,Petrol,482,232,73575,Brazil,2020-09-30,222
Ford,Model C,Diesel,415,168,50580,Spain,2020-09-30,1021
Hyundai,Model C,Hybrid,228,233,50835,France,2020-09-30,1298
Kia,Model E,Petrol,153,121,17136,Germany,2020-09-30,1738
Ford,Model B,Diesel,493,102,110899,USA,2020-09-30,931
Volkswagen,Model E,Electric,74,194,91450,China,2020-09-30,838
Kia,Model A,Electric,363,71,65676,USA,2020-09-30,1726
Mercedes,Model E,Hybrid,80,158,59467,USA,2020-09-30,524
Mercedes,Model C,Hybrid,172,156,91966,China,2020-09-30,1230
Kia,Model E,Hybrid,195,176,81060,Canada,2020-09-30,255
Audi,Model E,Hybrid,371,225,43991,Italy,2020-09-30,1071
Audi,Model E,Hybrid,257,144,17576,Spain,2020-09-30,1919
Audi,Model E,Petrol,336,122,36573,France,2020-09-30,1765
Volkswagen,Model A,Petrol,346,122,96199,Brazil,2020-09-30,1400
Toyota,Model A,Electric,273,122,15310,Brazil,2020-09-30,78
Toyota,Model C,Hybrid,368,94,70596,Japan,2020-09-30,53
Ford,Model D,Electric,437,62,47517,France,2020-09-30,1075
Honda,Model A,Petrol,468,234,92596,Italy,2020-09-30,863
Nissan,Model C,Diesel,243,172,22928,France,2020-09-30,185
Honda,Model D,Petrol,253,50,35464,Japan,2020-09-30,1424
BMW,Model C,Hybrid,208,173,59417,USA,2020-09-30,1593
Hyundai,Model B,Hybrid,245,147,23009,Spain,2020-09-30,430
Volkswagen,Model E,Petrol,219,133,61380,Germany,2020-09-30,327
Hyundai,Model A,Petrol,142,183,31342,UK,2020-09-30,345
Audi,Model D,Petrol,73,133,23243,Japan,2020-09-30,284
Mercedes,Model C,Petrol,460,173,113584,UK,2020-09-30,1353
Audi,Model A,Hybrid,163,243,15415,Italy,2020-09-30,1515
Ford,Model B,Petrol,114,210,21630,Germany,2020-09-30,671
